16106,2,-RAA-j3f1VU,2442,One Direction,2,Best Song Ever,knew,67,"We __ every line, now I can't remember",Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,27760,31810,4050,0,0
16107,2,-RAA-j3f1VU,2442,One Direction,2,Best Song Ever,knew,84,"We __ every line, now I can't remember",Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,76240,80370,4130,0,0
16108,2,-RAA-j3f1VU,2442,One Direction,2,Best Song Ever,knew,99,"We __ every line, now I can't remember",Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,124760,128840,4080,0,0
16109,2,-RAA-j3f1VU,2442,One Direction,2,Best Song Ever,knew,104,"We __ every line, now I can't remember",Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,141010,145000,3990,0,0
16121,42,AqajUg85Ax4,17,Avril Lavigne,43,Let Me Go,new,2661,"A brand __ life, is down this road",Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,168620,173200,4580,0,0
16122,42,AqajUg85Ax4,17,Avril Lavigne,43,Let Me Go,new,2670,"And two goodbyes, led you this __ life",Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,200370,204530,4160,0,0
16136,96,fWNaR-rxAic,48,Carly Rae Jepsen,97,Call Me Maybe,threw,5579,I __ a wish in the well,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,2130,6260,4130,0,0
16296,515,gfA-tPKPoNs,2432,Owl City,782,Beautiful Times,new,41667,Leaving my healing heart with a __ scar,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,108780,112590,3810,0,0
16307,552,DYj40-cZ5vI,2463,American Authors,822,Believer,new,44283,As life breaks __ ground,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,95170,99630,4460,0,0
16308,552,DYj40-cZ5vI,2463,American Authors,822,Believer,new,44299,As life breaks __ ground,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,135150,139440,4290,0,0
16311,569,D1Xr-JFLxik,2448,Taylor Swift,870,White Horse,view,46997,There in my rear __ mirror disappearing now,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,190510,196230,5720,0,0
16331,572,8xg3vE8Ie_E,2448,Taylor Swift,874,Love Story,knew,47228,We keep quiet because we're dead if they __,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,89120,92160,3040,0,0
16333,582,74aOxH4R5Ow,2424,Demi Lovato,912,Warrior,grew,49395,A little girl __ up too fast,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,159650,162810,3160,0,0
16334,591,hEhutIEUq8k,2489,Mika,948,We Are Golden,threw,51600,In the things that you __,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,114000,115910,1910,0,0
16335,594,WVe80iZtlYU,2506,Backstreet Boys,988,Incomplete,knew,53993,I tried to go on like I never __ you,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,49810,57240,7430,0,0
