515;6;wV1FrqwZyKw;2;Lady Gaga;6;born this way;Believe;believe;406;__ capital H-I-M (hey hey hey);3-4;115070;119460;4390;1;153500
516;14;pt8VYOfr8To;5;Britney Spears;14;work b**ch;believe;believe;999;Now they don't __ ya', but they gonna meet ya';3-4;186400;189720;3320;1;0
517;79;QOowQeKyNkQ;32;Chris Brown;80;don't wake me up;believe;believe;4533;So much life in the city you won't __,;3-4;96280;103490;7210;0;0
518;98;oTbcO9qaE5g;49;Cher;99;believe;believe;believe;5655;It takes time to __ it;3-4;46370;50820;4450;0;0
519;104;t4H_Zoh7G5A;55;Jennifer Lopez;105;on the floor;believe;believe;5964;Don't __ me just bet me;3-4;196960;198090;1130;1;0
520;114;4fndeDfaWCg;67;Backstreet Boys;115;i want it that way;Believe;believe;6378;__, when I say;3-4;18270;23710;5440;0;0
521;120;8WEtxJ4-sh4;72;TLC;122;waterfalls;Believe;believe;6883;__ in yourself, the rest is up to me and you;3-4;209240;211670;2430;0;0
522;136;sQgd6MccwZc;94;Destiny's Child;138;say my name;believe;believe;7887;It's hard to __ that you;3-4;111890;113760;1870;0;0
523;143;TR3Vdo5etCQ;111;No Doubt;145;don't speak;believe;believe;8231;I can't __;3-4;24620;25970;1350;0;0
524;144;7_weSk0BonM;113;Leona Lewis;146;bleeding love;believe;believe;8330;Oh they find it hard to __;3-4;176450;181120;4670;0;0
525;476;B8FTyEdLjqA;115;Mario;147;let me love you;believe;believe;8364;You don't __ his stories;3-4;31300;33810;2510;0;0
526;150;k2rDbRUDkds;127;Taio Cruz;152;dynamite;Believe;believe;8634;__ it, and I, I, I;3-4;138030;142090;4060;1;0
527;176;j4y-RzVGrHg;358;Nickelback;181;far away;Believe;believe;10052;__ it, hold on to me and;3-4;207710;213930;6220;1;0
528;177;BB0DU4DoPP4;358;Nickelback;182;photograph;believe;believe;10120;I can't __ it;3-4;194860;198110;3250;1;0
529;189;Rbm6GXllBiw;364;Guns N' Roses;194;paradise city;believe;believe;10662;Tell me who you're gonna __;3-4;165080;167240;2160;1;0
530;480;lwlogyj7nFE;369;Red Hot Chili Peppers;203;under the bridge;believe;believe;11049;It's hard to __;3-4;119970;122020;2050;0;0
531;480;lwlogyj7nFE;369;Red Hot Chili Peppers;203;under the bridge;believe;believe;11051;It's hard to __;3-4;126020;128229;2209;0;0
532;204;kyE4CLM0QIA;373;Fleetwood Mac;209;little lies;believe;believe;11279;To __ in you;3-4;40160;42840;2680;0;0
533;204;kyE4CLM0QIA;373;Fleetwood Mac;209;little lies;believe;believe;11315;To __ in you;3-4;163580;166540;2960;0;0
534;213;6hzrDeceEKc;380;Oasis;218;wonderwall;believe;believe;11475;I don't __ that anybody;3-4;48850;51350;2500;0;0
535;213;6hzrDeceEKc;380;Oasis;218;wonderwall;believe;believe;11482;I don't __ that anybody;3-4;70690;73700;3010;0;0
536;213;6hzrDeceEKc;380;Oasis;218;wonderwall;believe;believe;11497;I don't __ that anybody;3-4;141010;144320;3310;0;0
537;304;NRtvqT_wMeY;608;Soul Asylum;313;runaway train;believe;believe;14616;Somehow I just don't __ it;3-4;117980;126940;8960;0;0
538;308;j5-yKhDd64s;802;Eminem;318;not afraid;believe;believe;14843;And don't realize what you did, __ me you;3-4;187530;190270;2740;1;0
539;334;phaJXp_zMYM;818;The Notorious B.I.G.;344;big poppa;Believe;believe;16738;__ me sweety I got enough to feed the needy;3-4;53510;56410;2900;1;0
540;349;1plPyJdXKIY;898;Warren G;360;regulate;believe;believe;17804;I can't __ they're taking Warren's wealth;3-4;62650;65100;2450;1;0
541;349;1plPyJdXKIY;898;Warren G;360;regulate;believe;believe;17815;I can't __ this happened in my home town;3-4;82820;85000;2180;1;0
542;433;YgSPaXgAdzE;2138;Beck;450;loser;believe;believe;20758;Don't __ everything that you read;3-4;49580;53040;3460;1;0
543;433;YgSPaXgAdzE;2138;Beck;450;loser;believe;believe;20798;(I can't __ you);3-4;188930;191590;2660;1;0
544;469;ALV-QtDFpSw;2404;Luke Bryan;752;play it again;believe;believe;39751;I can't __ it came back on, but here it is;3-4;119450;124270;4820;0;0
545;517;Qtb11P1FWnc;2434;Coldplay;784;magic;believe;believe;43353;'Still __ in magic?';3-4;252800;258269;5469;0;0
546;520;MMAppa1cAVo;2437;Austin Mahone;789;mmm yeah;believe;believe;41984;But I can tell she don't __ what I said;3-4;129650;134080;4430;0;0
547;583;MbtajuiuLMU;2412;Maroon 5;907;if i never see your face again;believe;believe;49061;Can't __ I'm right behind you (right behind you);3-4;48820;54000;5180;0;0
