940;377;ghb6eDopW8I;1784;Of Monsters and Men;392;little talks;disappear;disappear;19216;I watched you __;3-4;160920;163250;2330;0;-1000
941;517;Qtb11P1FWnc;2434;Coldplay;784;magic;disappear;disappear;41747;And with all your magic, I __ from view;3-4;129830;140060;10230;0;0
942;624;zAwpV2f4Wok;2555;jonas brothers;2059;Play my music;disappear;disappear;107624;One good song, they __;3-4;48910;51680;2770;0;0
1188;133;NL2VBU604Jw;86;Gavin DeGraw;135;best i ever had;disappear;disappear;7664;They groom the coast line here, the sun will __ (Oh God!);3-4;78350;81820;3470;0;0
1189;186;Zx4Hjq6KwO0;363;Keane;191;everybody's changing;disappear;disappear;10502;Soon you will __;3-4;106210;108720;2510;0;0
1190;224;kPBzTxZQG5Q;387;The Doors;230;here without you;Disappear;disappear;21055;__ now when I'm dreamin' of your face.;3-4;38480;47580;9100;0;0
1191;251;3mbBbFH9fAg;416;Soundgarden;257;black hole sun;disappear;disappear;12760;Till you all just __;3-4;210770;217440;6670;1;0
1192;461;Y8ygKnBtKAk;13;Justin Timberlake;745;not a bad thing;disappear;disappear;39248;I'd scoop you up we'd fly away and __;3-4;484870;490900;6030;1;0
1193;468;scHS8YaYoRA;2403;Ed Sheeran;751;sing;disappear;disappear;39649;We wish they would __;3-4;16710;18480;1770;0;0
1313;296;AUO_5EALZoM;531;Blue Г–yster Cult;304;don't fear the reaper;disappeared;disappear;14435;The candles blew then __;3-4;241020;244420;3400;0;0
1396;656;syFZfO_wfMQ;2442;One Direction;2087;Night changes;Disappearing;disappear;109042;__ when you wake up;3-4;60310;64580;4270;0;0
1397;656;syFZfO_wfMQ;2442;One Direction;2087;Night changes;Disappearing;disappear;109057;__ when you wake up;3-4;132210;136250;4040;0;0
1398;656;syFZfO_wfMQ;2442;One Direction;2087;Night changes;Disappearing;disappear;109069;__ when you wake up;3-4;194350;198370;4020;0;0
1399;656;syFZfO_wfMQ;2442;One Direction;2087;Night changes;Disappearing;disappear;109073;__ when you wake up;3-4;210170;214210;4040;0;0
