wV1FrqwZyKw,Lady Gaga,Born This Way,descent,"You're black, white, beige, chola __",169480,171400,1920,0,Feature_Has_Phoneme_S_Spelled_Sc,foreign,silent_cons_and_foreign,,,,,,
Z8eXaXoUJRQ,Selena Gomez,Slow Down,resuscitation,You know I'm good at mouth to mouth __,74480,78020,3540,0,Feature_Has_Phoneme_S_Spelled_Sc,foreign,silent_cons_and_foreign,,,,,,
DGIgXP9SvB8,Will.I.Am,Thatpower,muscle,"I stay on that hustle, I flex that little __",89580,92960,3380,1,Feature_Has_Phoneme_S_Spelled_Sc,foreign,silent_cons_and_foreign,,,,,,
IwWUOmk7wO0,Lynyrd Skynyrd,Sweet Home Alabama,conscience,Does your __ bother you?,115760,119460,3700,0,Feature_Has_Phoneme_S_Spelled_Sc,foreign,silent_cons_and_foreign,,,,,,
IwWUOmk7wO0,Lynyrd Skynyrd,Sweet Home Alabama,Muscle,Now __ Shoals has got the Swampers,190300,193980,3680,0,Feature_Has_Phoneme_S_Spelled_Sc,foreign,silent_cons_and_foreign,,,,,,
xJJsoquu70o,Puddle Of Mudd,Blurry,obscene,You know that I'll protect you from all of the __,52590,58900,6310,0,Feature_Has_Phoneme_S_Spelled_Sc,foreign,silent_cons_and_foreign,,,,,,
xJJsoquu70o,Puddle Of Mudd,Blurry,obscene,You know that I'll protect you from all of the __,125670,131980,6310,0,Feature_Has_Phoneme_S_Spelled_Sc,foreign,silent_cons_and_foreign,,,,,,
YVkUvmDQ3HY,Eminem,Without Me,obscene,But it's just me I'm just __,199250,201320,2070,1,Feature_Has_Phoneme_S_Spelled_Sc,foreign,silent_cons_and_foreign,,,,,,
XSbZidsgMfw,Tyler The Creator,Yonkers,conscience,"(**** everything, man) That's what my __ said",230960,234560,3600,1,Feature_Has_Phoneme_S_Spelled_Sc,foreign,silent_cons_and_foreign,,,,,,
XSbZidsgMfw,Tyler The Creator,Yonkers,conscience,"Then it bunny hopped off my shoulder, now my __ dead",234560,237500,2940,1,Feature_Has_Phoneme_S_Spelled_Sc,foreign,silent_cons_and_foreign,,,,,,
W-TE_Ys4iwM,One Direction,Story Of My Life,ascending,I see __ light upon a hill,116610,121750,5140,0,Feature_Has_Phoneme_S_Spelled_Sc,foreign,silent_cons_and_foreign,,,,,,
3OnnDqH6Wj8,Flo Rida,Good Feeling,tongue,Now I gotta work with your __,49050,50310,1260,0,Feature_Has_Suffix_Gue,foreign,silent_cons_and_foreign,,,,,,
j-fWDrZSiZs,Dido,White Flag,tongue,And hold my __,160940,163700,2760,0,Feature_Has_Suffix_Gue,foreign,silent_cons_and_foreign,,,,,,
Z4bVgEVnvyI,Drake,All Me,league,"Dogging these hoes, I need quarantine, in the same __, but we don't ball the same",34190,38390,4200,1,Feature_Has_Suffix_Gue,foreign,silent_cons_and_foreign,,,,,,
GCdwKhTtNNw,The Neighbourhood,Sweater Weather,tongue,Put my finger on your __ 'cause you love to taste yeah,82640,85110,2470,0,Feature_Has_Suffix_Gue,foreign,silent_cons_and_foreign,,,,,,
LfNVfiqKBeM,Death Cab For Cutie,I Will Follow You Into The Dark,tongue,"I held my __ as she told me, son",86670,92020,5350,1,Feature_Has_Suffix_Gue,foreign,silent_cons_and_foreign,,,,,,
1x1wjGKHjBI,Grouplove,Tongue Tied,tongue,Don't take me __ tied,46470,50470,4000,0,Feature_Has_Suffix_Gue,foreign,silent_cons_and_foreign,,,,,,
1x1wjGKHjBI,Grouplove,Tongue Tied,tongue,Don't take me __ tied,84650,88800,4150,0,Feature_Has_Suffix_Gue,foreign,silent_cons_and_foreign,,,,,,
1x1wjGKHjBI,Grouplove,Tongue Tied,tongue,Don't leave me __ tied,101900,104000,2100,0,Feature_Has_Suffix_Gue,foreign,silent_cons_and_foreign,,,,,,
1x1wjGKHjBI,Grouplove,Tongue Tied,tongue,Don't take me __ tied,119020,122800,3780,0,Feature_Has_Suffix_Gue,foreign,silent_cons_and_foreign,,,,,,
1x1wjGKHjBI,Grouplove,Tongue Tied,tongue,Don't take me __ tied,127380,131300,3920,0,Feature_Has_Suffix_Gue,foreign,silent_cons_and_foreign,,,,,,
1x1wjGKHjBI,Grouplove,Tongue Tied,tongue,Don't leave me __ tied,163280,167170,3890,0,Feature_Has_Suffix_Gue,foreign,silent_cons_and_foreign,,,,,,
1x1wjGKHjBI,Grouplove,Tongue Tied,tongue,Don't leave me __ tied,171730,175580,3850,0,Feature_Has_Suffix_Gue,foreign,silent_cons_and_foreign,,,,,,
1x1wjGKHjBI,Grouplove,Tongue Tied,tongue,Don't leave me __ tied,180640,184450,3810,0,Feature_Has_Suffix_Gue,foreign,silent_cons_and_foreign,,,,,,
1x1wjGKHjBI,Grouplove,Tongue Tied,tongue,Don't leave me __ tied,188410,192510,4100,0,Feature_Has_Suffix_Gue,foreign,silent_cons_and_foreign,,,,,,
RbtPXFlZlHg,Jason Derulo,Talk Dirty,tongue,"Chest to chest, __ on neck (Neck)",122050,124330,2280,1,Feature_Has_Suffix_Gue,foreign,silent_cons_and_foreign,,,,,,
pZ12_E5R3qc,Beyonce,Partition,tongue,And why you think ya keep my name rollin off your __,75750,78340,2590,1,Feature_Has_Suffix_Gue,foreign,silent_cons_and_foreign,,,,,,
i-gyZ35074k,Zedd,Stay The Night,tongue,So hold your __ and hear me out,3460,7160,3700,1,Feature_Has_Suffix_Gue,foreign,silent_cons_and_foreign,,,,,,
CevxZvSJLk8,Katy Perry,Roar,tongue,I used to bite my __ and hold my breath,18630,21970,3340,0,Feature_Has_Suffix_Gue,foreign,silent_cons_and_foreign,,,,,,
_6Zp84XH6Eo,Beck,Heart Is A Drum,tongue,You've lost your __ when you fall from the pendulum,98500,104040,5540,0,Feature_Has_Suffix_Gue,foreign,silent_cons_and_foreign,,,,,,
MKfzMOC19Fc,5 Seconds Of Summer,Don'T Stop,tongue,"You got me __ tied, I can't escape it",90070,93090,3020,0,Feature_Has_Suffix_Gue,foreign,silent_cons_and_foreign,,,,,,
eU4ZvfkmOck,The Game,Ali Bomaye,plaque,"No lie, No Lie already got a __",231980,235460,3480,1,Feature_Has_Suffix_Que,foreign,silent_cons_and_foreign,,,,,,
AaXaig_43lU,Jeremih,Down On Me,physique,Look at your __,52120,53660,1540,1,Feature_Has_Suffix_Que,foreign,silent_cons_and_foreign,,,,,,
Ahha3Cqe_fk,Katy Perry,The One That Got Away,school,"Summer after high __, when we first met",3260,6780,3520,0,Feature_Has_Phoneme_K_Spelled_Ch,foreign,silent_cons_and_foreign,,,,,,
My2FRPA3Gf8,Miley Cyrus,Wrecking Ball,crouching,Left me __ in a blaze and fall,117200,121380,4180,0,Feature_Has_Phoneme_K_Spelled_Ch,foreign,silent_cons_and_foreign,,,,,,
My2FRPA3Gf8,Miley Cyrus,Wrecking Ball,crouching,Left me __ in a blaze and fall,195160,199180,4020,0,Feature_Has_Phoneme_K_Spelled_Ch,foreign,silent_cons_and_foreign,,,,,,
5jlI4uzZGjU,Pitbull,Feel This Moment,Christina,__ Aguilera,48000,51120,3120,0,Feature_Has_Phoneme_K_Spelled_Ch,foreign,silent_cons_and_foreign,,,,,,
kffacxfA7G4,Justin Bieber,Baby,school,At __ on the playground,151120,152810,1690,0,Feature_Has_Phoneme_K_Spelled_Ch,foreign,silent_cons_and_foreign,,,,,,
AqajUg85Ax4,Avril Lavigne,Let Me Go,echoes,The __ are gone in the hall,66750,70580,3830,0,Feature_Has_Phoneme_K_Spelled_Ch,foreign,silent_cons_and_foreign,,,,,,
yXQViqx6GMY,Mariah Carey,All I Want For Christmas Is You,Christmas,I don't want a lot for __,7500,13530,6030,0,Feature_Has_Phoneme_K_Spelled_Ch,foreign,silent_cons_and_foreign,,,,,,
yXQViqx6GMY,Mariah Carey,All I Want For Christmas Is You,Christmas,Underneath the __ tree,21320,24830,3510,0,Feature_Has_Phoneme_K_Spelled_Ch,foreign,silent_cons_and_foreign,,,,,,
yXQViqx6GMY,Mariah Carey,All I Want For Christmas Is You,Christmas,All I want for __ is you,39710,57530,17820,0,Feature_Has_Phoneme_K_Spelled_Ch,foreign,silent_cons_and_foreign,,,,,,
yXQViqx6GMY,Mariah Carey,All I Want For Christmas Is You,Christmas,I don't want a lot for __,57530,60680,3150,0,Feature_Has_Phoneme_K_Spelled_Ch,foreign,silent_cons_and_foreign,,,,,,
yXQViqx6GMY,Mariah Carey,All I Want For Christmas Is You,Christmas,Underneath the __ tree,67040,70320,3280,0,Feature_Has_Phoneme_K_Spelled_Ch,foreign,silent_cons_and_foreign,,,,,,
yXQViqx6GMY,Mariah Carey,All I Want For Christmas Is You,Christmas,With a toy on __ day,80100,83130,3030,0,Feature_Has_Phoneme_K_Spelled_Ch,foreign,silent_cons_and_foreign,,,,,,
yXQViqx6GMY,Mariah Carey,All I Want For Christmas Is You,Christmas,All I want for __ is you,92620,102440,9820,0,Feature_Has_Phoneme_K_Spelled_Ch,foreign,silent_cons_and_foreign,,,,,,
yXQViqx6GMY,Mariah Carey,All I Want For Christmas Is You,Christmas,I won't ask for much this __,102440,105440,3000,0,Feature_Has_Phoneme_K_Spelled_Ch,foreign,silent_cons_and_foreign,,,,,,
yXQViqx6GMY,Mariah Carey,All I Want For Christmas Is You,Christmas,"Oh, Baby all I want for __ is you",137070,147130,10060,0,Feature_Has_Phoneme_K_Spelled_Ch,foreign,silent_cons_and_foreign,,,,,,
yXQViqx6GMY,Mariah Carey,All I Want For Christmas Is You,Christmas,I don't want a lot for __,172680,175800,3120,0,Feature_Has_Phoneme_K_Spelled_Ch,foreign,silent_cons_and_foreign,,,,,,
yXQViqx6GMY,Mariah Carey,All I Want For Christmas Is You,Christmas,Baby all I want for __ is you,194530,208010,13480,0,Feature_Has_Phoneme_K_Spelled_Ch,foreign,silent_cons_and_foreign,,,,,,
yXQViqx6GMY,Mariah Carey,All I Want For Christmas Is You,Christmas,"All I want for __ is you, baby",208010,236000,27990,0,Feature_Has_Phoneme_K_Spelled_Ch,foreign,silent_cons_and_foreign,,,,,,
nmcdLOjGVzw,Mika,Popular Song,scholar,"I never was a __,",32140,34660,2520,0,Feature_Has_Phoneme_K_Spelled_Ch,foreign,silent_cons_and_foreign,,,,,,
nmcdLOjGVzw,Mika,Popular Song,school,'Cause that's the only thing that I've learned at __,98810,101140,2330,0,Feature_Has_Phoneme_K_Spelled_Ch,foreign,silent_cons_and_foreign,,,,,,
nmcdLOjGVzw,Mika,Popular Song,school,Said that's the only thing I've learned at __,101140,105970,4830,0,Feature_Has_Phoneme_K_Spelled_Ch,foreign,silent_cons_and_foreign,,,,,,
nmcdLOjGVzw,Mika,Popular Song,scholar,"I never was a __,",109790,112270,2480,0,Feature_Has_Phoneme_K_Spelled_Ch,foreign,silent_cons_and_foreign,,,,,,
4JipHEz53sU,Nicki Minaj,Super Bass,coach,"He always in the air, but he never fly __",22050,23880,1830,1,Feature_Has_Phoneme_K_Spelled_Ch,foreign,silent_cons_and_foreign,,,,,,
t4H_Zoh7G5A,Jennifer Lopez,On The Floor,school,Is like a trunk full of bass on an old __ Chevy,186040,188000,1960,1,Feature_Has_Phoneme_K_Spelled_Ch,foreign,silent_cons_and_foreign,,,,,,
_5Thn61Cczg,Tlc,No Scrubs,Chilli,"Ask __, could I be a silly ho",188200,190840,2640,1,Feature_Has_Phoneme_K_Spelled_Ch,foreign,silent_cons_and_foreign,,,,,,
WpYeekQkAdc,Black Eyed Peas,Where Is The Love?,Chemical,__ gasses fillin' lungs of little ones,102110,104240,2130,0,Feature_Has_Phoneme_K_Spelled_Ch,foreign,silent_cons_and_foreign,,,,,,
