#NAME?,One Direction,Best Song Ever,Georgia,Said her name was __ Rose,48390,52350,3960,0,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
wV1FrqwZyKw,Lady Gaga,Born This Way,religion,In the __ of the insecure,102890,107110,4220,0,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
XjwZAa2EjKA,Katy Perry,Unconditionally,apologies,Don't need __,71480,74880,3400,0,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
LrUvu1mlWco,Miley Cyrus,We Can'T Stop,judge,Remember only God can __ us,101530,104430,2900,1,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
LOZuxwVk7TU,Britney Spears,Toxic,dangerous,It's __,20810,22560,1750,1,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
LOZuxwVk7TU,Britney Spears,Toxic,dangerous,You're __,33940,36000,2060,1,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
5jlI4uzZGjU,Pitbull,Feel This Moment,genius,"Now make dollars, I mean billions, I'm a __, I mean brilliant",143960,147810,3850,0,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
e-fA-gBCkj0,Bruno Mars,Locked Out Of Heaven,change,"You can make a sinner __ his ways, uh!",102940,108880,5940,0,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
ekzHIouo8Q4,Bruno Mars,When I Was Your Man,apologize,To try and __ for my mistakes,162340,166000,3660,0,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
b-3BI9AspYc,Rihanna,What Now,changed,I found the one he __ my life,78140,82460,4320,0,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
b-3BI9AspYc,Rihanna,What Now,changed,But was it me that __,82460,85100,2640,0,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
lWA2pjMjpBs,Rihanna,Diamonds,energy,At first sight I felt the __ of sun rays,41630,48720,7090,0,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
lWA2pjMjpBs,Rihanna,Diamonds,energy,At first sight I felt the __ of sun rays,114700,121660,6960,0,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
TH8m6J3gPH0,Robin Thicke,Give It 2 U,Angel,You're lookin' like you fell from the sky (__),106300,110090,3790,1,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
TH8m6J3gPH0,Robin Thicke,Give It 2 U,Angel,You're lookin' like you fell from the sky (__),166820,170610,3790,1,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
4GuqB1BQVr4,Justin Bieber,Boyfriend,gentleman,"I can be a __, anything you want",46470,51770,5300,0,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
4GuqB1BQVr4,Justin Bieber,Boyfriend,gentleman,"I can be a __, anything you want",96060,101140,5080,0,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
4GuqB1BQVr4,Justin Bieber,Boyfriend,gentleman,"I can be a __, anything you want",136070,140960,4890,0,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
WA4iX5D9Z64,Taylor Swift,We Are Never Ever Getting Back Together,change,"'Baby, I miss you and I swear I'm gonna __, trust me'",22510,26050,3540,0,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
sXd2WxoOP5g,Avril Lavigne,Here'S To Never Growing Up,change,"For no damn reason, I don't think we'll ever __",17270,23370,6100,1,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
sXd2WxoOP5g,Avril Lavigne,Here'S To Never Growing Up,change,"We don't ever stop, and we're never gonna __",29640,35110,5470,1,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
sXd2WxoOP5g,Avril Lavigne,Here'S To Never Growing Up,change,"This is who we are, I don't think we'll ever __ (hell no!)",88050,93240,5190,1,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
sXd2WxoOP5g,Avril Lavigne,Here'S To Never Growing Up,change,"We don't give a ****, and we're never gonna __",99480,104880,5400,1,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
uuNTO31FlY8,Avril Lavigne,Rock N Roll,generation,Must be living in the wrong __,90540,93010,2470,1,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
g1j1qwQQ8-Q,James Blunt,Bonfire Heart,strangers,"This world is getting colder, __ passing by",69180,77460,8280,0,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
bnVUHWCynig,Beyoncй,Halo,angel,I got my __ now,46090,49070,2980,0,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
UxxajLWwzqY,Icona Pop,I Love It,bridge,"I crashed my car into the __, I watched, I let it burn",11130,14610,3480,1,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
UxxajLWwzqY,Icona Pop,I Love It,bridge,I crashed my car into the __,18350,20470,2120,1,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
UxxajLWwzqY,Icona Pop,I Love It,bridge,"I crashed my car into the __, I watched, I let it burn",33800,37420,3620,1,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
UxxajLWwzqY,Icona Pop,I Love It,bridge,I crashed my car into the __,41290,43440,2150,1,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
UxxajLWwzqY,Icona Pop,I Love It,bridge,"I crashed my car into the __, I watched, I let it burn",86950,90710,3760,1,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
UxxajLWwzqY,Icona Pop,I Love It,bridge,I crashed my car into the __,94690,96990,2300,1,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
mHxOltrMfX8,Demi Lovato,Turn The Night Up,change,Mama I can __ your life,52250,55210,2960,0,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
3OnnDqH6Wj8,Flo Rida,Good Feeling,genius,Take a __ to understand me,131230,133290,2060,0,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
z3zdIHDTbg0,Demi Lovato,Made In The Usa,gentleman,You run around open doors like a __,11180,13740,2560,0,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
F3EG4olrFjY,Olly Murs,Dance With Me Tonight,Gentlemen,Ladies and __ we've got a special treat for tonight,7470,13130,5660,0,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
W3vijeR0ZRs,Olly Murs,Hand On Heart,change,And that will never __.,19280,21640,2360,1,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
yXQViqx6GMY,Mariah Carey,All I Want For Christmas Is You,magic,To hear those __ reindeer click,124380,127740,3360,0,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
fUYaosyR4bE,Lily Allen,Not Fair,ages,I spent __ giving head,79560,80930,1370,0,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
sOnqjkJTMaA,Michael Jackson,Thriller,Imagination,__,133960,137720,3760,1,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
sOnqjkJTMaA,Michael Jackson,Thriller,change,They will possess you unless you __ the number on,194760,199500,4740,1,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
DUT5rEU6pqM,Shakira,Hips Don'T Lie,refugees,We got the __ up in here (no fighting),2730,6090,3360,0,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
DUT5rEU6pqM,Shakira,Hips Don'T Lie,refugee,"Yeah, she's so sexy every man's fantasy a __",164350,166790,2440,0,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
DUT5rEU6pqM,Shakira,Hips Don'T Lie,Refugees,__ run the seas 'cause we own our own boats (no fighting),181590,184080,2490,0,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
t4H_Zoh7G5A,Jennifer Lopez,On The Floor,generation,It's a new __,9770,13150,3380,1,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
t4H_Zoh7G5A,Jennifer Lopez,On The Floor,change,Let the rhythm __ your world on the floor,67890,71610,3720,1,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
8EWINVP3B9A,Cher Lloyd,I Wish,exaggerate,There I go __,143240,144450,1210,1,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
NOubzHCUt48,KeSHa,Die Young,magic,That __ that we got nobody can touch (for sure),63100,66620,3520,0,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
NOubzHCUt48,KeSHa,Die Young,magic,"That __ in your pants, it's making me blush (for sure)",138280,142090,3810,0,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
_5Thn61Cczg,Tlc,No Scrubs,passenger,Hanging out the __ side,35770,37830,2060,1,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
_5Thn61Cczg,Tlc,No Scrubs,passenger,Hanging out the __ side,45930,48080,2150,1,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
_5Thn61Cczg,Tlc,No Scrubs,passenger,Hanging out the __ side,77150,79200,2050,1,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
_5Thn61Cczg,Tlc,No Scrubs,passenger,Hanging out the __ side,87320,89510,2190,1,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
_5Thn61Cczg,Tlc,No Scrubs,passenger,Hanging out the __ side,139190,141160,1970,1,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
_5Thn61Cczg,Tlc,No Scrubs,passenger,Hanging out the __ side,149570,151260,1690,1,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
_5Thn61Cczg,Tlc,No Scrubs,digital,You as clear as DVD on __ TV screen,171680,174210,2530,1,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
_5Thn61Cczg,Tlc,No Scrubs,passenger,Hanging out the __ side,201180,203000,1820,1,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
_5Thn61Cczg,Tlc,No Scrubs,passenger,Hanging out the __ side,211420,213500,2080,1,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
WpYeekQkAdc,Black Eyed Peas,Where Is The Love?,generates,And to discriminate only __ hate,44740,47370,2630,0,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
WpYeekQkAdc,Black Eyed Peas,Where Is The Love?,unchanged,"It just ain't the same, always __",92040,94450,2410,0,Feature_Has_Phoneme_Jh_Spelled_G,sounds_jh_zh,sounds_s_ch_jh_zh_w_f,,,,,,
